"","Project","Version","Class","wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","nr","ndc","nml","ndpv","max.cc.","avg.cc.","isBuggy"
"12143","lucene","2.4","org.apache.lucene.index.TermVectorEntry",13,1,0,4,22,32,3,1,10,0.78333336,135,0.8,1,0,0.26923078,1,1,9,"1","1","98","0",7,1.3846154,FALSE
"12144","lucene","2.4","org.apache.lucene.index.CompoundFileWriter$1",0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,NA,"0",NA,"0",0,0,FALSE
"12145","lucene","2.4","org.apache.lucene.index.SegmentReader",64,3,1,39,183,1464,13,33,28,0.90373784,2234,0.58064514,13,0.60509557,0.13919415,2,15,33.421875,"17","3","728","11",30,1.671875,TRUE
"12146","lucene","2.4","org.apache.lucene.search.function.ReverseOrdFieldSource$1",6,2,0,2,13,1,1,2,4,0.33333334,61,1,1,0.7058824,0.5416667,1,6,8.666667,NA,"0",NA,"0",1,0.8333333,FALSE
"12147","lucene","2.4","org.apache.lucene.search.spans.PayloadSpans",2,1,0,15,2,1,14,1,2,2,2,0,0,0,1,0,0,0,"1","1","69","0",1,1,TRUE
"12148","lucene","2.4","org.apache.lucene.analysis.StopAnalyzer$1",0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,NA,"0",NA,"0",0,0,FALSE
"12149","lucene","2.4","org.apache.lucene.analysis.standard.StandardAnalyzer$SavedStreams",2,1,0,4,3,1,1,3,0,2,10,0,2,0,0.75,0,0,3,NA,"0",NA,"0",0,0,FALSE
"12150","lucene","2.4","org.apache.lucene.index.DocInverter$FieldInvertState",2,1,0,6,3,1,6,0,0,1,22,0,0,0,0.75,0,0,8,NA,"0",NA,"0",1,0.5,FALSE
"12151","lucene","2.4","org.apache.lucene.index.IndexFileDeleter$RefCount",5,1,0,2,9,6,1,2,2,0.75,53,0,0,0,0.625,0,0,9.2,NA,"0",NA,"0",3,0.8,FALSE
"12152","lucene","2.4","org.apache.lucene.search.BooleanQuery$BooleanWeight",7,1,0,12,46,0,1,12,7,0.33333334,400,1,2,0,0.30952382,0,0,55.714287,NA,"0",NA,"0",2,1,FALSE
"12153","lucene","2.4","org.apache.lucene.analysis.StopFilter",13,3,0,6,29,38,2,4,11,0.71666664,178,0.6,1,0.46666667,0.2857143,1,2,12.307693,"6","4","185","4",1,0.61538464,TRUE
"12154","lucene","2.4","org.apache.lucene.store.LockStressTest",2,1,0,6,22,1,0,6,2,2,172,0,0,0,0.5,0,0,85,"1","1",NA,"0",1,0.5,FALSE
"12155","lucene","2.4","org.apache.lucene.index.IndexWriter",166,1,0,44,392,6747,16,34,88,0.8865375,8474,0.73770493,12,0,0.07003367,0,0,49.68072,"70","5","8164","47",7,1.379518,TRUE
"12156","lucene","2.4","org.apache.lucene.search.function.CustomScoreQuery$CustomWeight",7,1,0,11,20,0,2,11,7,0.4,196,0.2,4,0,0.30952382,0,0,26.285715,NA,"0",NA,"0",3,1.1428572,FALSE
"12157","lucene","2.4","org.apache.lucene.index.MultiLevelSkipListReader$SkipBuffer",7,2,0,2,11,0,1,1,6,0.5,77,1,0,0.73913044,0.34285715,1,4,9.571428,NA,"0",NA,"0",1,0.85714287,FALSE
"12158","lucene","2.4","org.apache.lucene.index.FieldInfos",23,1,0,31,57,203,25,6,18,0.93434346,565,0.22222222,0,0,0.22173913,0,0,23.173914,"4","2","118","2",3,1.4782609,TRUE
"12159","lucene","2.4","org.apache.lucene.search.TermScorer",9,3,0,10,31,0,1,9,7,0.54545456,409,1,2,0.5,0.2857143,1,3,43.22222,"0","0",NA,"0",2,1,TRUE
"12160","lucene","2.4","org.apache.lucene.index.IndexCommit",12,1,3,9,18,66,7,2,12,2,78,0,0,0,0.5416667,1,1,5.5,"7","1","129","0",4,1.1666666,TRUE
"12161","lucene","2.4","org.apache.lucene.search.FilteredQuery$1$1",7,3,0,6,25,0,1,6,5,0.33333334,156,1,3,0.5714286,0.30952382,1,3,20.857143,NA,"0",NA,"0",1,0.85714287,FALSE
"12162","lucene","2.4","org.apache.lucene.search.NonMatchingScorer",6,3,0,4,10,15,1,3,6,2,31,0,0,0.61538464,0.6666667,1,3,4.1666665,"0","0",NA,"0",1,0.8333333,TRUE
"12163","lucene","2.4","org.apache.lucene.search.QueryWrapperFilter$1",2,2,0,2,4,0,1,2,1,0.5,18,1,1,0.5,0.6,0,0,7,NA,"0",NA,"0",1,0.5,FALSE
"12164","lucene","2.4","org.apache.lucene.queryParser.QueryParserTokenManager",35,1,0,5,51,253,1,4,7,0.71981424,3060,0.21052632,1,0,0.40588236,0,0,85.88571,"4","4","579","4",112,7.8285713,TRUE
"12165","lucene","2.4","org.apache.lucene.index.FreqProxFieldMergeState",5,1,0,10,16,0,1,9,2,0.75,238,0.14285715,6,0,0.41666666,0,0,43.8,"2","1","121","0",1,0.6,FALSE
"12166","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$4",2,1,0,2,4,1,1,1,1,2,8,0,0,0,0.75,0,0,3,NA,"0",NA,"0",1,0.5,FALSE
"12167","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$6",2,2,0,8,17,1,1,8,0,1,77,1,1,0.6666667,0.625,1,1,37,NA,"0",NA,"0",1,0.5,FALSE
"12168","lucene","2.4","org.apache.lucene.index.NormsWriterPerField",7,2,0,9,20,5,2,8,3,0.7962963,191,0,4,0.2857143,0.2777778,0,0,25,"1","1","77","0",8,1.7142857,FALSE
"12169","lucene","2.4","org.apache.lucene.search.Explanation",13,1,1,41,21,64,41,0,11,0.6111111,197,1,0,0,0.2923077,0,0,13.923077,"1","1","2","0",4,1.4615384,TRUE
"12170","lucene","2.4","org.apache.lucene.search.FieldSortedHitQueue$3",4,1,0,3,6,0,1,2,3,0.33333334,46,1,0,0,0.5833333,0,0,10.25,NA,"0",NA,"0",3,1.25,FALSE
"12171","lucene","2.4","org.apache.lucene.search.FuzzyQuery",10,3,0,13,41,7,1,12,9,0.6388889,286,0.5,0,0.72,0.2857143,2,6,27.2,"1","1","21","1",6,1.4,TRUE
"12172","lucene","2.4","org.apache.lucene.store.MMapDirectory",3,3,0,5,11,3,0,5,3,1,55,1,0,0.9583333,0.6666667,1,2,17,"1","1","4","1",1,0.6666667,TRUE
"12173","lucene","2.4","org.apache.lucene.index.DocFieldProcessorPerField",2,1,0,5,5,0,1,5,2,1.1666666,31,0,4,0,0.6666667,0,0,11.5,"1","1","45","0",1,0.5,FALSE
"12174","lucene","2.4","org.apache.lucene.index.TermsHashPerField",20,2,0,23,47,0,10,16,7,0.7850877,1605,0.29166666,11,0.18181819,0.15789473,0,0,78.05,"2","1","550","0",12,3.75,FALSE
"12175","lucene","2.4","org.apache.lucene.search.BooleanScorer$Collector",2,2,0,3,4,0,1,3,2,0,81,1,1,0.5,0.75,0,0,38.5,NA,"0",NA,"0",3,1.5,FALSE
"12176","lucene","2.4","org.apache.lucene.search.function.FloatFieldSource",7,3,0,7,21,9,2,6,6,0.7777778,120,0.33333334,1,0.7058824,0.33333334,2,3,15.714286,"2","2","5","2",6,1.7142857,TRUE
"12177","lucene","2.4","org.apache.lucene.util.UnicodeUtil",7,1,0,8,15,1,6,2,5,1.0757576,969,0.36363637,0,0,0.33333334,0,0,135.85715,"1","1","447","0",14,7.714286,TRUE
"12178","lucene","2.4","org.apache.lucene.store.Lock",6,1,5,19,19,13,18,1,5,1,119,0.33333334,0,0,0.6,0,0,18.333334,"3","2","33","2",1,0.6666667,TRUE
"12179","lucene","2.4","org.apache.lucene.index.CorruptIndexException",1,4,0,36,2,0,36,0,1,2,5,0,0,1,1,0,0,4,"0","0",NA,"0",0,0,FALSE
"12180","lucene","2.4","org.apache.lucene.index.DocumentsWriterThreadState",2,1,0,7,5,0,4,5,1,0.8333333,57,0,3,0,0.75,0,0,24.5,"5","1","1457","0",1,0.5,TRUE
"12181","lucene","2.4","org.apache.lucene.search.FieldCacheImpl",14,1,1,23,29,67,10,22,12,0.8974359,199,0.33333334,12,0,0.40384614,0,0,12.357142,"4","4","125","4",1,0.85714287,TRUE
"12182","lucene","2.4","org.apache.lucene.index.InvertedDocConsumerPerField",5,1,1,7,6,10,5,2,0,2,8,0,0,0,0.4,0,0,0.6,"1","1","41","0",1,0.8,FALSE
"12183","lucene","2.4","org.apache.lucene.util.OpenBitSet",55,2,1,12,69,0,9,4,54,0.24074075,1531,1,0,0.018867925,0.28787878,1,1,26.8,"4","3","781","0",8,1.9454546,TRUE
"12184","lucene","2.4","org.apache.lucene.index.CompoundFileReader",16,2,0,9,40,70,2,7,16,0.72,267,1,2,0.57575756,0.5,1,5,15.375,"3","2","32","2",1,0.875,FALSE
"12185","lucene","2.4","org.apache.lucene.search.spans.TermSpans",10,1,0,6,25,0,3,3,10,0.7037037,180,1,2,0,0.325,0,0,16.4,"1","1","16","0",3,1.1,TRUE
"12186","lucene","2.4","org.apache.lucene.util.StringHelper",3,1,0,1,6,3,1,0,2,2,62,0,0,0,0.33333334,0,0,19.666666,"1","1","17","0",4,2.6666667,FALSE
"12187","lucene","2.4","org.apache.lucene.index.ConcurrentMergeScheduler$MergeThread",7,2,0,5,26,11,1,5,6,0.7,193,0.2,4,0.90384614,0.36666667,0,0,25.857143,NA,"0",NA,"0",9,2,FALSE
"12188","lucene","2.4","org.apache.lucene.index.SnapshotDeletionPolicy$MyCommitPoint",8,2,0,3,18,0,1,3,7,0.42857143,71,0.5,2,0.6111111,0.41666666,1,5,7.625,NA,"0",NA,"0",3,1.125,FALSE
"12189","lucene","2.4","org.apache.lucene.index.LogMergePolicy",21,2,2,10,47,108,3,8,15,0.92083335,817,0.33333334,1,0.24,0.26875,0,0,37.333332,"10","1","499","0",2,1,TRUE
"12190","lucene","2.4","org.apache.lucene.search.function.ValueSourceQuery$1",0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,NA,"0",NA,"0",0,0,FALSE
"12191","lucene","2.4","org.apache.lucene.search.CachingSpanFilter",8,3,0,4,21,8,0,4,7,0.2857143,116,1,1,0.3,0.4375,2,2,13.25,"2","2","94","0",2,1,TRUE
"12192","lucene","2.4","org.apache.lucene.index.IndexReader$FieldOption",4,1,0,8,5,4,8,0,1,0.9444444,84,0.083333336,11,0,0.6666667,0,0,17,NA,"0",NA,"0",1,0.25,FALSE
"12193","lucene","2.4","org.apache.lucene.analysis.CharArraySet$CharArraySetIterator",6,1,0,1,10,7,1,1,4,0.33333334,78,0.33333334,1,0,0.5833333,0,0,11.5,NA,"0",NA,"0",3,1.3333334,FALSE
"12194","lucene","2.4","org.apache.lucene.search.TermQuery$TermWeight",8,1,0,12,41,0,1,12,8,0.6904762,328,1,2,0,0.29166666,0,0,39.25,NA,"0",NA,"0",1,0.875,FALSE
"12195","lucene","2.4","org.apache.lucene.index.IndexFileNameFilter",5,1,0,3,14,4,2,1,4,0.5833333,145,0.6666667,1,0,0.5,0,0,27.4,"2","2","3","1",7,2.6,FALSE
"12196","lucene","2.4","org.apache.lucene.search.SortComparator$1",4,1,0,3,6,0,1,3,3,0.6666667,35,1,1,0,0.5,0,0,7.25,NA,"0",NA,"0",1,0.75,FALSE
"12197","lucene","2.4","org.apache.lucene.search.FilterManager$FilterCleaner",2,1,0,2,15,0,2,2,2,0,109,1,1,0,0.75,0,0,52,NA,"0",NA,"0",5,2.5,FALSE
"12198","lucene","2.4","org.apache.lucene.index.MergeScheduler",3,1,2,5,4,3,4,2,1,2,6,0,0,0,0.6666667,0,0,1,"4","1","51","0",1,0.6666667,FALSE
"12199","lucene","2.4","org.apache.lucene.search.function.CustomScoreQuery$1",0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,NA,"0",NA,"0",0,0,FALSE
"12200","lucene","2.4","org.apache.lucene.search.Searchable",11,1,0,18,11,55,6,12,11,2,11,0,0,0,0.26363635,0,0,0,"2","1","4","2",1,1,TRUE
"12201","lucene","2.4","org.apache.lucene.search.spans.Spans",5,1,0,17,5,10,17,0,5,2,5,0,0,0,0.6,0,0,0,"0","0",NA,"0",1,1,TRUE
"12202","lucene","2.4","org.apache.lucene.search.PhrasePositions",5,1,0,5,12,0,4,1,0,0.6785714,95,0,2,0,0.53333336,0,0,16.6,"0","0",NA,"0",1,0.8,FALSE
"12203","lucene","2.4","org.apache.lucene.search.MatchAllDocsQuery",6,2,0,7,14,15,3,5,5,2,57,0,0,0.7058824,0.33333334,2,3,8.5,"2","2","3","1",3,1.1666666,TRUE
"12204","lucene","2.4","org.apache.lucene.LucenePackage",3,1,0,0,8,3,0,0,1,1,27,0,0,0,0.33333334,0,0,7.6666665,"1","1","0","0",2,1,FALSE
"12205","lucene","2.4","org.apache.lucene.queryParser.QueryParser",81,1,1,34,168,2716,1,33,44,0.90833336,3477,0.5714286,12,0,0.09342105,0,0,41.407406,"9","6","530","7",23,2.1851852,TRUE
"12206","lucene","2.4","org.apache.lucene.search.function.ByteFieldSource",7,3,0,7,21,9,2,6,6,0.7777778,120,0.33333334,1,0.7058824,0.33333334,2,3,15.714286,"1","1","2","1",6,1.7142857,TRUE
"12207","lucene","2.4","org.apache.lucene.store.VerifyingLockFactory",3,2,0,4,7,0,2,3,3,0.75,36,0,1,0.6666667,0.6,0,0,9.666667,"2","1","121","0",1,0.6666667,FALSE
"12208","lucene","2.4","org.apache.lucene.index.MultipleTermPositions$TermPositionsQueue",3,2,0,3,13,3,1,2,1,2,42,0,0,0.85714287,0.5555556,1,3,13,NA,"0",NA,"0",2,1,FALSE
"12209","lucene","2.4","org.apache.lucene.search.ConstantScoreQuery",8,2,0,8,19,8,3,6,7,0.42857143,93,1,1,0.6315789,0.25,2,3,10.5,"3","3","18","1",5,1.5,TRUE
"12210","lucene","2.4","org.apache.lucene.index.FieldSortedTermVectorMapper",6,2,0,3,12,3,0,3,6,0.6,69,1,0,0.5555556,0.3809524,0,0,9.833333,"1","1","70","0",1,0.6666667,FALSE
"12211","lucene","2.4","org.apache.lucene.analysis.SinkTokenizer",10,3,0,3,23,0,1,2,8,0.75,143,0.5,0,0.53846157,0.2888889,2,2,12.9,"7","2","129","0",2,0.7,FALSE
"12212","lucene","2.4","org.apache.lucene.index.DocFieldConsumerPerThread",5,1,3,13,6,10,10,3,0,2,8,0,0,0,0.6,0,0,0.6,"1","1","27","0",1,0.8,FALSE
"12213","lucene","2.4","org.apache.lucene.index.IndexWriter$MaxFieldLength",5,1,0,2,10,4,2,0,3,0.5625,52,0.5,2,0,0.5833333,0,0,8.6,NA,"0",NA,"0",1,0.4,FALSE
"12214","lucene","2.4","org.apache.lucene.search.ConstantScoreQuery$ConstantScorer",6,3,0,10,14,1,1,9,6,0.8,51,0.25,2,0.61538464,0.33333334,1,3,6.8333335,NA,"0",NA,"0",1,0.8333333,FALSE
"12215","lucene","2.4","org.apache.lucene.util.cache.SimpleMapCache$SynchronizedSimpleMapCache",7,3,0,2,13,0,1,2,5,0.16666667,106,0,1,0.6666667,0.52380955,1,1,13.857142,NA,"0",NA,"0",1,0.85714287,FALSE
"12216","lucene","2.4","org.apache.lucene.analysis.CachingTokenFilter",6,3,0,3,19,7,0,3,3,0.8,107,0.5,0,0.6363636,0.4,2,3,16.166666,"3","2","29","2",1,0.6666667,TRUE
"12217","lucene","2.4","org.apache.lucene.index.LogByteSizeMergePolicy",6,3,0,3,8,3,1,2,5,1.2,54,0,0,0.8333333,0.5,1,2,7.6666665,"3","1","96","0",1,0.8333333,TRUE
"12218","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$2",2,1,0,2,4,1,1,1,1,2,8,0,0,0,0.75,0,0,3,NA,"0",NA,"0",1,0.5,FALSE
"12219","lucene","2.4","org.apache.lucene.index.DocumentsWriter",76,1,0,53,185,1998,18,46,0,0.94120216,2835,0.40983605,12,0,0.069866665,0,0,35.5,"49","3","8975","0",23,2.0131578,TRUE
"12220","lucene","2.4","org.apache.lucene.search.BooleanScorer$BucketTable",3,1,0,4,5,3,2,3,3,1.25,25,0,2,0,0.6666667,0,0,6,NA,"0",NA,"0",1,0.6666667,FALSE
"12221","lucene","2.4","org.apache.lucene.queryParser.CharStream",12,1,0,3,12,66,3,0,12,2,12,0,0,0,0.5833333,0,0,0,"2","2","12","2",1,1,TRUE
"12222","lucene","2.4","org.apache.lucene.search.PhraseScorer",13,3,2,9,34,0,2,7,6,0.6666667,345,1,4,0.4,0.21978022,1,3,24.846153,"0","0",NA,"0",3,1.1538461,TRUE
"12223","lucene","2.4","org.apache.lucene.search.FilterManager",5,1,0,5,18,4,4,3,4,0.8214286,112,1,2,0,0.35,0,0,20,"2","2","1","1",2,1.2,TRUE
"12224","lucene","2.4","org.apache.lucene.index.MergeDocIDRemapper",4,1,0,5,12,2,2,3,2,0.7083333,354,0,0,0,0.42857143,0,0,85.5,"1","1","110","0",10,2.75,TRUE
"12225","lucene","2.4","org.apache.lucene.index.DocumentsWriter$FlushState",2,1,0,16,6,1,15,2,1,1.8571428,24,0,2,0,0.75,0,0,7.5,NA,"0",NA,"0",1,0.5,FALSE
"12226","lucene","2.4","org.apache.lucene.index.InvertedDocEndConsumerPerThread",5,1,1,8,6,10,6,3,0,2,8,0,0,0,0.46666667,0,0,0.6,"1","1","25","0",1,0.8,FALSE
"12227","lucene","2.4","org.apache.lucene.analysis.KeywordTokenizer",6,3,0,3,18,7,1,2,4,0.85,112,0.5,0,0.7,0.4,1,2,17,"5","3","38","3",1,0.5,TRUE
"12228","lucene","2.4","org.apache.lucene.search.DisjunctionMaxQuery",14,2,0,7,38,0,2,6,11,0.3846154,318,1,0,0.5,0.17142858,2,5,21.571428,"4","3","9","2",6,1.5714285,TRUE
"12229","lucene","2.4","org.apache.lucene.index.ParallelReader$ParallelTermPositions",7,2,0,6,16,0,1,6,7,0.6666667,65,1,1,0.61538464,0.37142858,1,8,8.142858,NA,"0",NA,"0",1,0.71428573,FALSE
"12230","lucene","2.4","org.apache.lucene.search.FieldDocSortedHitQueue",5,2,0,6,25,0,3,3,0,0.375,378,0,1,0.75,0.5,1,3,74.2,"3","2","54","2",26,6.6,FALSE
"12231","lucene","2.4","org.apache.lucene.search.BooleanQuery$TooManyClauses",2,4,0,2,8,1,2,1,2,2,14,0,0,0.9285714,1,1,1,6,NA,"0",NA,"0",1,0.5,FALSE
"12232","lucene","2.4","org.apache.lucene.document.Fieldable",24,1,0,20,24,276,19,1,24,2,24,0,0,0,0.29166666,0,0,0,"5","3","62","2",1,1,TRUE
"12233","lucene","2.4","org.apache.lucene.index.DocFieldConsumer",7,1,3,9,8,21,6,4,0,1,15,0,1,0,0.34285715,0,0,1,"1","1","49","0",1,0.85714287,FALSE
"12234","lucene","2.4","org.apache.lucene.search.Query",13,1,15,54,39,72,51,7,12,0.8333333,249,1,0,0,0.23076923,0,0,18.076923,"0","0",NA,"0",9,1.8461539,TRUE
"12235","lucene","2.4","org.apache.lucene.search.PrefixQuery",6,2,0,9,28,0,1,8,6,0,149,1,1,0.7058824,0.33333334,2,3,23.666666,"0","0",NA,"0",4,1.5,TRUE
"12236","lucene","2.4","org.apache.lucene.search.function.ReverseOrdFieldSource",7,2,0,6,21,0,1,6,5,0.6666667,97,0.33333334,0,0.5,0.375,2,2,12.428572,"2","2","5","2",3,1,FALSE
"12237","lucene","2.4","org.apache.lucene.search.function.ShortFieldSource",7,3,0,7,21,9,2,6,6,0.7777778,120,0.33333334,1,0.7058824,0.33333334,2,3,15.714286,"1","1","4","1",6,1.7142857,TRUE
"12238","lucene","2.4","org.apache.lucene.util.OpenBitSetDISI",8,3,0,2,23,26,0,2,6,0.9285714,155,0,0,0.9137931,0.5,0,0,18.125,"1","1","101","0",1,0.625,TRUE
"12239","lucene","2.4","org.apache.lucene.store.IndexInput",18,1,7,40,22,147,40,0,17,0.92156863,314,1,0,0,0.25,0,0,16.277779,"2","1","50","1",1,0.9444444,TRUE
"12240","lucene","2.4","org.apache.lucene.index.LogDocMergePolicy",4,3,0,3,5,0,1,2,3,1.3333334,27,0,0,0.89285713,0.5,1,2,5.5,"2","1","96","0",1,0.75,TRUE
"12241","lucene","2.4","org.apache.lucene.store.BufferedIndexOutput",10,2,1,2,12,17,1,1,8,0.5555556,185,0.75,0,0.65384614,0.36,1,5,17.1,"0","0",NA,"0",1,0.9,FALSE
"12242","lucene","2.4","org.apache.lucene.search.PhraseQueue",2,2,0,5,4,1,3,2,0,2,51,0,0,0.9230769,0.6666667,1,3,24.5,"0","0",NA,"0",6,3,FALSE
"12243","lucene","2.4","org.apache.lucene.index.IndexDeletionPolicy",2,1,0,8,2,1,8,0,2,2,2,0,0,0,1,0,0,0,"1","1","16","1",1,1,FALSE
"12244","lucene","2.4","org.apache.lucene.index.MergePolicy$MergeAbortedException",2,4,0,4,3,1,4,0,2,2,10,0,0,1,0.75,0,0,4,NA,"0",NA,"0",0,0,FALSE
"12245","lucene","2.4","org.apache.lucene.search.ExtendedFieldCache$LongParser",1,1,0,4,1,0,4,0,1,2,1,0,0,0,1,0,0,0,NA,"0",NA,"0",1,1,FALSE
"12246","lucene","2.4","org.apache.lucene.search.function.DocValues",13,1,6,16,19,70,15,1,11,0.7291667,121,1,0,0,0.7692308,0,0,8,"2","2","34","1",2,1,TRUE
"12247","lucene","2.4","org.apache.lucene.index.FieldsReader$LazyField",12,2,0,10,27,0,1,10,11,0.3030303,283,1,1,0.6875,0.24166666,1,8,22.333334,NA,"0",NA,"0",6,1.6666666,FALSE
"12248","lucene","2.4","org.apache.lucene.index.StoredFieldsWriterPerThread",5,2,0,12,10,2,2,12,5,0.8125,74,0,4,0.5,0.4,0,0,13,"1","1","67","0",3,1.6,TRUE
"12249","lucene","2.4","org.apache.lucene.index.ReadOnlyMultiSegmentReader",3,4,0,6,6,3,3,5,0,2,22,0,0,0.99236643,0.5714286,1,2,6.3333335,"1","1","37","0",1,0.33333334,TRUE
"12250","lucene","2.4","org.apache.lucene.index.SnapshotDeletionPolicy",7,1,0,4,17,5,1,4,5,0.6666667,109,1,2,0,0.39285713,0,0,14.142858,"6","1","164","0",2,1.2857143,TRUE
"12251","lucene","2.4","org.apache.lucene.search.ScoreDocComparator$2",4,1,0,2,6,6,1,2,3,2,31,0,0,0,0.75,0,0,6.75,NA,"0",NA,"0",3,1.25,FALSE
"12252","lucene","2.4","org.apache.lucene.index.NormsWriterPerThread",6,2,0,8,8,15,2,8,1,1,30,0,2,0.44444445,0.33333334,0,0,3.6666667,"1","1","41","0",1,0.8333333,FALSE
"12253","lucene","2.4","org.apache.lucene.search.RemoteSearchable",13,4,0,14,31,0,0,14,13,0,120,1,1,0.6,0.20512821,0,0,8.153846,"0","0",NA,"0",1,0.9230769,TRUE
"12254","lucene","2.4","org.apache.lucene.search.WildcardQuery",4,3,0,8,12,4,1,7,3,0.6666667,55,1,0,0.85714287,0.5,1,1,12.5,"0","0",NA,"0",2,1,TRUE
"12255","lucene","2.4","org.apache.lucene.index.SegmentTermDocs",13,1,2,14,34,10,3,12,8,0.6822917,455,0.875,4,0,0.23076923,0,0,32.76923,"1","1","65","0",1,0.9230769,TRUE
"12256","lucene","2.4","org.apache.lucene.search.FieldSortedHitQueue$7",4,1,0,3,6,0,1,2,3,0.33333334,48,1,0,0,0.5833333,0,0,10.75,NA,"0",NA,"0",3,1.25,FALSE
"12257","lucene","2.4","org.apache.lucene.index.DocConsumerPerThread",3,1,1,6,4,3,5,1,0,2,6,0,0,0,1,0,0,1,"1","1","33","0",1,0.6666667,FALSE
"12258","lucene","2.4","org.apache.lucene.index.Term",13,1,0,79,22,0,79,0,10,0.125,145,0,0,0,0.2948718,1,1,10,"1","1","11","1",6,1.2307693,TRUE
"12259","lucene","2.4","org.apache.lucene.search.TopDocs",3,1,1,14,4,0,13,1,3,0.6666667,25,0.33333334,1,0,0.5833333,0,0,6.3333335,"1","1","2","1",1,0.6666667,TRUE
"12260","lucene","2.4","org.apache.lucene.store.NoLockFactory",5,2,0,4,7,6,1,3,4,0.75,24,1,2,0.5714286,0.625,0,0,3.4,"0","0",NA,"0",1,0.6,FALSE
"12261","lucene","2.4","org.apache.lucene.analysis.standard.StandardTokenizerImpl",25,1,0,3,35,196,2,2,10,0.9684959,729,0.70731705,0,0,0.21428572,0,0,26.52,"6","2","1058","0",3,1.28,FALSE
"12262","lucene","2.4","org.apache.lucene.search.Scorer",6,2,17,40,10,13,36,4,4,0.8,44,1,1,0.375,0.45833334,0,0,6.1666665,"4","3","119","1",1,0.8333333,TRUE
"12263","lucene","2.4","org.apache.lucene.index.DocFieldConsumers",11,2,0,11,37,3,3,10,6,0.75714284,281,0,3,0.4,0.2125,0,0,23.90909,"1","1","162","0",5,1.5454545,FALSE
"12264","lucene","2.4","org.apache.lucene.search.ConjunctionScorer",9,3,1,6,21,2,3,4,7,0.475,278,1,1,0.53333336,0.35555556,1,3,29.333334,"2","1","155","1",1,0.7777778,TRUE
"12265","lucene","2.4","org.apache.lucene.document.DateTools",8,1,0,2,27,18,1,1,6,0.42857143,567,1,0,0,0.31428573,0,0,68.875,"1","1","4","1",8,2.5,TRUE
"12266","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$10",2,2,0,7,23,1,1,7,0,1,132,1,1,0.6666667,0.625,1,1,64.5,NA,"0",NA,"0",1,0.5,FALSE
"12267","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$1",2,1,0,2,4,1,1,1,1,2,8,0,0,0,0.75,0,0,3,NA,"0",NA,"0",1,0.5,FALSE
"12268","lucene","2.4","org.apache.lucene.search.FieldCacheImpl$Entry",4,1,0,11,11,0,11,0,2,0,112,0,0,0,0.5,1,1,26,NA,"0",NA,"0",10,3.25,FALSE
"12269","lucene","2.4","org.apache.lucene.index.TermVectorsTermsWriterPerThread",9,2,0,12,21,24,2,12,5,0.9166667,167,0,6,0.36363637,0.27083334,0,0,16.555555,"1","1","87","0",6,2,FALSE
"12270","lucene","2.4","org.apache.lucene.index.SegmentInfos$2",2,2,0,5,16,1,1,5,0,2,68,0,0,0.6666667,0.6666667,1,1,33,NA,"0",NA,"0",1,0.5,FALSE
"12271","lucene","2.4","org.apache.lucene.index.MultipleTermPositions$IntQueue",8,1,0,2,11,0,1,1,0,0.35714287,107,1,0,0,0.41666666,0,0,11.875,NA,"0",NA,"0",2,0.875,FALSE
"12272","lucene","2.4","org.apache.lucene.search.function.ValueSourceQuery$ValueSourceScorer",7,3,0,10,22,0,1,10,5,0.5,143,1,4,0.61538464,0.36734694,1,3,18.428572,NA,"0",NA,"0",1,0.71428573,FALSE
"12273","lucene","2.4","org.apache.lucene.store.RAMDirectory",16,2,0,9,41,2,1,9,15,0.5777778,386,0.33333334,0,0.6333333,0.3625,1,6,22.9375,"2","1","12","2",2,0.8125,TRUE
"12274","lucene","2.4","org.apache.lucene.index.CompoundFileReader$FileEntry",2,1,0,2,3,1,1,1,0,2,10,0,0,0,0.75,0,0,3,NA,"0",NA,"0",0,0,FALSE
"12275","lucene","2.4","org.apache.lucene.index.StaleReaderException",1,4,0,3,2,0,3,0,1,2,5,0,0,1,1,0,0,4,"0","0",NA,"0",0,0,FALSE
"12276","lucene","2.4","org.apache.lucene.search.function.FieldScoreQuery$Type",3,1,0,1,9,1,1,0,1,0.8,49,0.2,4,0,0.75,0,0,13.666667,NA,"0",NA,"0",1,0.33333334,FALSE
"12277","lucene","2.4","org.apache.lucene.index.ParallelReader",35,2,0,16,103,317,3,16,28,0.8137255,865,0.8888889,0,0.6886792,0.15238096,1,10,23.457144,"7","3","195","5",3,1.0571429,TRUE
"12278","lucene","2.4","org.apache.lucene.index.CheckIndex$MySegmentTermDocs",3,2,0,4,5,1,1,3,1,0.5,22,0,0,0.85714287,0.5555556,1,1,6,NA,"0",NA,"0",1,0.6666667,FALSE
